Geography,,,History,
Questions,Answer,,Questions,Answer
q1,3,,q1,3
q2,2,,q2,1
q3,1,,q3,2
q4,4,,q4,4
q5,3,,q5,1
q6,2,,q6,2
q7,4,,q7,4
q8,1,,q8,2
q9,2,,q9,3
q10,3,,q10,1
q11,4,,,
q12,3,,,
q13,4,,,
q14,1,,,
q15,2,,,
q16,1,,,
q17,3,,,
q18,2,,,
q19,4,,,
q20,1,,,
